Freq.	V(test)/I(Test)
2.23872113856829e+005	(2.81597927631347e-003dB,3.73806986627926e-001°)
2.29086765276772e+005	(2.82385924475446e-003dB,3.82513505800632e-001°)
2.34422881531987e+005	(2.83211001208951e-003dB,3.91422813027714e-001°)
2.39883291901944e+005	(2.84074907348448e-003dB,4.00539630368288e-001°)
2.45470891568498e+005	(2.84979474593565e-003dB,4.09868789775304e-001°)
2.51188643150953e+005	(2.85926620986200e-003dB,4.19415235648549e-001°)
2.57039578276881e+005	(2.86918354701759e-003dB,4.29184027446350e-001°)
2.63026799189533e+005	(2.87956778549954e-003dB,4.39180342357815e-001°)
2.69153480392686e+005	(2.89044094237537e-003dB,4.49409478036530e-001°)
2.75422870333811e+005	(2.90182607166280e-003dB,4.59876855397469e-001°)
2.81838293126439e+005	(2.91374731149798e-003dB,4.70588021478239e-001°)
2.88403150312654e+005	(2.92622993717244e-003dB,4.81548652366446e-001°)
2.95120922666632e+005	(2.93930041370913e-003dB,4.92764556194348e-001°)
3.01995172040195e+005	(2.95298645125282e-003dB,5.04241676202447e-001°)
3.09029543251352e+005	(2.96731706505422e-003dB,5.15986093873700e-001°)
3.16227766016831e+005	(2.98232263612221e-003dB,5.28004032139672e-001°)
3.23593656929621e+005	(2.99803497512549e-003dB,5.40301858660406e-001°)
3.31131121482584e+005	(3.01448739144614e-003dB,5.52886089179743e-001°)
3.38844156139195e+005	(3.03171476099751e-003dB,5.65763390957391e-001°)
3.46736850452524e+005	(3.04975360220103e-003dB,5.78940586280020e-001°)
3.54813389233568e+005	(3.06864215275275e-003dB,5.92424656052658e-001°)
3.63078054770093e+005	(3.08842045011176e-003dB,6.06222743472347e-001°)
3.71535229097164e+005	(3.10913041598367e-003dB,6.20342157785888e-001°)
3.80189396320553e+005	(3.13081594628700e-003dB,6.34790378133601e-001°)
3.89045144994272e+005	(3.15352300193240e-003dB,6.49575057480678e-001°)
3.98107170553488e+005	(3.17729970817609e-003dB,6.64704026638551e-001°)
4.07380277804104e+005	(3.20219645445888e-003dB,6.80185298377681e-001°)
4.16869383470326e+005	(3.22826600282558e-003dB,6.96027071634302e-001°)
4.26579518801583e+005	(3.25556359701554e-003dB,7.12237735812569e-001°)
4.36515832240156e+005	(3.28414708243749e-003dB,7.28825875184940e-001°)
4.46683592150953e+005	(3.31407702432852e-003dB,7.45800273391872e-001°)
4.57088189614865e+005	(3.34541684019417e-003dB,7.63169918044264e-001°)
4.67735141287188e+005	(3.37823292961860e-003dB,7.80944005429404e-001°)
4.78630092322628e+005	(3.41259481714263e-003dB,7.99131945323928e-001°)
4.89778819368435e+005	(3.44857529791688e-003dB,8.17743365915163e-001°)
5.01187233627261e+005	(3.48625059220901e-003dB,8.36788118833622e-001°)
5.12861383991353e+005	(3.52570050506379e-003dB,8.56276284298635e-001°)
5.24807460249761e+005	(3.56700859511234e-003dB,8.76218176379803e-001°)
5.37031796370241e+005	(3.61026235148551e-003dB,8.96624348376562e-001°)
5.49540873857612e+005	(3.65555337770129e-003dB,9.17505598318140e-001°)
5.62341325190336e+005	(3.70297758375363e-003dB,9.38872974586447e-001°)
5.75439937337144e+005	(3.75263539131978e-003dB,9.60737781664886e-001°)
5.88843655355575e+005	(3.80463194123892e-003dB,9.83111586014421e-001°)
6.02559586074344e+005	(3.85907731846750e-003dB,1.00600622208107e+000°)
6.16595001861468e+005	(3.91608678091636e-003dB,1.02943379843589e+000°)
6.30957344480179e+005	(3.97578100526894e-003dB,1.05340670405145e+000°)
6.45654229034641e+005	(4.03828633756740e-003dB,1.07793761471608e+000°)
6.60693448007581e+005	(4.10373506141258e-003dB,1.10303949958992e+000°)
6.76082975391966e+005	(4.17226567394635e-003dB,1.12872562790437e+000°)
6.91830970918920e+005	(4.24402317974114e-003dB,1.15500957580868e+000°)
7.07945784384122e+005	(4.31915939181785e-003dB,1.18190523336518e+000°)
7.24435960074973e+005	(4.39783325393299e-003dB,1.20942681169752e+000°)
7.41310241300900e+005	(4.48021117098201e-003dB,1.23758885029301e+000°)
7.58577575029166e+005	(4.56646736031255e-003dB,1.26640622446339e+000°)
7.76247116628674e+005	(4.65678421584768e-003dB,1.29589415296574e+000°)
7.94328234724263e+005	(4.75135269070545e-003dB,1.32606820578690e+000°)
8.12830516164080e+005	(4.85037269689270e-003dB,1.35694431209416e+000°)
8.31763771102652e+005	(4.95405352377058e-003dB,1.38853876835485e+000°)
8.51138038202357e+005	(5.06261427542733e-003dB,1.42086824662778e+000°)
8.70963589956060e+005	(5.17628432916203e-003dB,1.45394980302952e+000°)
8.91250938133725e+005	(5.29530381473410e-003dB,1.48780088637800e+000°)
9.12010839355888e+005	(5.41992411524753e-003dB,1.52243934701627e+000°)
9.33254300796969e+005	(5.55040839186762e-003dB,1.55788344581940e+000°)
9.54992586021413e+005	(5.68703213157419e-003dB,1.59415186338684e+000°)
9.77237220955787e+005	(5.83008372228081e-003dB,1.63126370942349e+000°)
9.99999999999976e+005	(5.97986505185220e-003dB,1.66923853231143e+000°)
1.02329299228073e+006	(6.13669213610797e-003dB,1.70809632887530e+000°)
1.04712854805087e+006	(6.30089577520990e-003dB,1.74785755434384e+000°)
1.07151930523758e+006	(6.47282224083023e-003dB,1.78854313250998e+000°)
1.09647819614316e+006	(6.65283399349811e-003dB,1.83017446609159e+000°)
1.12201845430194e+006	(6.84131043321083e-003dB,1.87277344729537e+000°)
1.14815362149686e+006	(7.03864868573499e-003dB,1.91636246858645e+000°)
1.17489755493950e+006	(7.24526442194683e-003dB,1.96096443366454e+000°)
1.20226443461738e+006	(7.46159271668685e-003dB,2.00660276864991e+000°)
1.23026877081235e+006	(7.68808894574021e-003dB,2.05330143348007e+000°)
1.25892541179414e+006	(7.92522972458245e-003dB,2.10108493351932e+000°)
1.28824955169310e+006	(8.17351388697262e-003dB,2.14997833138171e+000°)
1.31825673855638e+006	(8.43346351126970e-003dB,2.20000725897004e+000°)
1.34896288259162e+006	(8.70562499105119e-003dB,2.25119792973071e+000°)
1.38038426460285e+006	(8.99057015347658e-003dB,2.30357715112556e+000°)
1.41253754462272e+006	(9.28889742996066e-003dB,2.35717233732186e+000°)
1.44543977074589e+006	(9.60123307729616e-003dB,2.41201152209975e+000°)
1.47910838816817e+006	(9.92823245543011e-003dB,2.46812337197819e+000°)
1.51356124843617e+006	(1.02705813610353e-002dB,2.52553719955823e+000°)
1.54881661891244e+006	(1.06289974202183e-002dB,2.58428297708326e+000°)
1.58489319246107e+006	(1.10042315447643e-002dB,2.64439135021563e+000°)
1.62181009735889e+006	(1.13970694527202e-002dB,2.70589365202797e+000°)
1.65958690743752e+006	(1.18083332548736e-002dB,2.76882191720687e+000°)
1.69824365246170e+006	(1.22388831138613e-002dB,2.83320889646785e+000°)
1.73780082874933e+006	(1.26896189732229e-002dB,2.89908807117727e+000°)
1.77827941003888e+006	(1.31614823666900e-002dB,2.96649366818010e+000°)
1.81970085860994e+006	(1.36554583029156e-002dB,3.03546067482715e+000°)
1.86208713666282e+006	(1.41725772353945e-002dB,3.10602485419967e+000°)
1.90546071796320e+006	(1.47139171172236e-002dB,3.17822276052479e+000°)
1.94984459975800e+006	(1.52806055450431e-002dB,3.25209175477650e+000°)
1.99526231496883e+006	(1.58738219982821e-002dB,3.32767002045658e+000°)
2.04173794466948e+006	(1.64948001716267e-002dB,3.40499657954623e+000°)
2.08929613085399e+006	(1.71448304122855e-002dB,3.48411130862292e+000°)
2.13796208950218e+006	(1.78252622589486e-002dB,3.56505495513131e+000°)
2.18776162394950e+006	(1.85375070907487e-002dB,3.64786915379940e+000°)
2.23872113856828e+006	(1.92830408919769e-002dB,3.73259644319010e+000°)
2.29086765276772e+006	(2.00634071296764e-002dB,3.81928028237308e+000°)
2.34422881531986e+006	(2.08802197591014e-002dB,3.90796506770809e+000°)
2.39883291901943e+006	(2.17351663526419e-002dB,3.99869614972163e+000°)
2.45470891568497e+006	(2.26300113634293e-002dB,4.09151985006409e+000°)
2.51188643150952e+006	(2.35665995238602e-002dB,4.18648347852812e+000°)
2.57039578276880e+006	(2.45468593901960e-002dB,4.28363535011245e+000°)
2.63026799189532e+006	(2.55728070325760e-002dB,4.38302480210825e+000°)
2.69153480392685e+006	(2.66465498798703e-002dB,4.48470221118797e+000°)
2.75422870333810e+006	(2.77702907257370e-002dB,4.58871901047335e+000°)
2.81838293126438e+006	(2.89463318976667e-002dB,4.69512770655487e+000°)
2.88403150312653e+006	(3.01770796018910e-002dB,4.80398189643838e+000°)
2.95120922666631e+006	(3.14650484438709e-002dB,4.91533628438534e+000°)
3.01995172040194e+006	(3.28128661358445e-002dB,5.02924669861700e+000°)
3.09029543251351e+006	(3.42232783959073e-002dB,5.14577010784618e+000°)
3.16227766016830e+006	(3.56991540473280e-002dB,5.26496463759961e+000°)
3.23593656929620e+006	(3.72434903251266e-002dB,5.38688958629010e+000°)
3.31131121482583e+006	(3.88594183941568e-002dB,5.51160544099218e+000°)
3.38844156139194e+006	(4.05502090946835e-002dB,5.63917389287880e+000°)
3.46736850452523e+006	(4.23192789120117e-002dB,5.76965785226040e+000°)
3.54813389233566e+006	(4.41701961897023e-002dB,5.90312146317800e+000°)
3.63078054770092e+006	(4.61066875881566e-002dB,6.03963011748622e+000°)
3.71535229097163e+006	(4.81326447977424e-002dB,6.17925046836162e+000°)
3.80189396320551e+006	(5.02521315164090e-002dB,6.32205044316723e+000°)
3.89045144994271e+006	(5.24693907055639e-002dB,6.46809925560131e+000°)
3.98107170553487e+006	(5.47888521196893e-002dB,6.61746741703919e+000°)
4.07380277804102e+006	(5.72151401378327e-002dB,6.77022674699369e+000°)
4.16869383470325e+006	(5.97530818894780e-002dB,6.92645038258744e+000°)
4.26579518801582e+006	(6.24077156942550e-002dB,7.08621278694203e+000°)
4.36515832240155e+006	(6.51842998218964e-002dB,7.24958975637184e+000°)
4.46683592150952e+006	(6.80883215812864e-002dB,7.41665842626374e+000°)
4.57088189614863e+006	(7.11255067485150e-002dB,7.58749727551529e+000°)
4.67735141287186e+006	(7.43018293419843e-002dB,7.76218612939390e+000°)
4.78630092322626e+006	(7.76235217580564e-002dB,7.94080616067356e+000°)
4.89778819368433e+006	(8.10970852655576e-002dB,8.12343988888248e+000°)
5.01187233627259e+006	(8.47293008795734e-002dB,8.31017117750374e+000°)
5.12861383991351e+006	(8.85272406103830e-002dB,8.50108522893752e+000°)
5.24807460249759e+006	(9.24982791019122e-002dB,8.69626857703903e+000°)
5.37031796370239e+006	(9.66501056607517e-002dB,8.89580907702193e+000°)
5.49540873857610e+006	(1.00990736682515e-001dB,9.09979589251015e+000°)
5.62341325190334e+006	(1.05528528477516e-001dB,9.30831947950435e+000°)
5.75439937337142e+006	(1.10272190495373e-001dB,9.52147156701405e+000°)
5.88843655355574e+006	(1.15230798952939e-001dB,9.73934513409943e+000°)
6.02559586074342e+006	(1.20413810860400e-001dB,9.96203438304470e+000°)
6.16595001861466e+006	(1.25831078439795e-001dB,1.01896347083721e+001°)
6.30957344480177e+006	(1.31492863932381e-001dB,1.04222426613967e+001°)
6.45654229034639e+006	(1.37409854783283e-001dB,1.06599559100033e+001°)
6.60693448007579e+006	(1.43593179191107e-001dB,1.09028731933138e+001°)
6.76082975391964e+006	(1.50054422005874e-001dB,1.11510942709028e+001°)
6.91830970918918e+006	(1.56805640957504e-001dB,1.14047198662060e+001°)
7.07945784384119e+006	(1.63859383188561e-001dB,1.16638516037538e+001°)
7.24435960074971e+006	(1.71228702064504e-001dB,1.19285919398524e+001°)
7.41310241300898e+006	(1.78927174230844e-001dB,1.21990440863309e+001°)
7.58577575029164e+006	(1.86968916874690e-001dB,1.24753119269557e+001°)
7.76247116628671e+006	(1.95368605154720e-001dB,1.27574999261210e+001°)
7.94328234724260e+006	(2.04141489743320e-001dB,1.30457130294058e+001°)
8.12830516164078e+006	(2.13303414435237e-001dB,1.33400565556049e+001°)
8.31763771102649e+006	(2.22870833753368e-001dB,1.36406360798214e+001°)
8.51138038202354e+006	(2.32860830493153e-001dB,1.39475573072342e+001°)
8.70963589956057e+006	(2.43291133125535e-001dB,1.42609259371427e+001°)
8.91250938133722e+006	(2.54180132980143e-001dB,1.45808475169124e+001°)
9.12010839355885e+006	(2.65546901122301e-001dB,1.49074272854571e+001°)
9.33254300796966e+006	(2.77411204824734e-001dB,1.52407700059064e+001°)
9.54992586021410e+006	(2.89793523532269e-001dB,1.55809797871337e+001°)
9.77237220955784e+006	(3.02715064209925e-001dB,1.59281598938489e+001°)
9.99999999999973e+006	(3.16197775952867e-001dB,1.62824125449839e+001°)
1.02329299228073e+007	(3.30264363730570e-001dB,1.66438387001382e+001°)
1.04712854805087e+007	(3.44938301132952e-001dB,1.70125378339029e+001°)
1.07151930523758e+007	(3.60243841971105e-001dB,1.73886076979123e+001°)
1.09647819614316e+007	(3.76206030581338e-001dB,1.77721440705381e+001°)
1.12201845430193e+007	(3.92850710678244e-001dB,1.81632404942094e+001°)
1.14815362149685e+007	(4.10204532579384e-001dB,1.85619880003791e+001°)
1.17489755493950e+007	(4.28294958636991e-001dB,1.89684748222720e+001°)
1.20226443461738e+007	(4.47150266689221e-001dB,1.93827860956013e+001°)
1.23026877081235e+007	(4.66799551345234e-001dB,1.98050035475448e+001°)
1.25892541179413e+007	(4.87272722908862e-001dB,2.02352051743638e+001°)
1.28824955169310e+007	(5.08600503745430e-001dB,2.06734649081617e+001°)
1.31825673855637e+007	(5.30814421885697e-001dB,2.11198522733819e+001°)
1.34896288259162e+007	(5.53946801665162e-001dB,2.15744320337764e+001°)
1.38038426460285e+007	(5.78030751191650e-001dB,2.20372638307055e+001°)
1.41253754462272e+007	(6.03100146434497e-001dB,2.25084018137578e+001°)
1.44543977074589e+007	(6.29189611732002e-001dB,2.29878942648351e+001°)
1.47910838816817e+007	(6.56334496518262e-001dB,2.34757832169932e+001°)
1.51356124843617e+007	(6.84570848072910e-001dB,2.39721040694810e+001°)
1.54881661891244e+007	(7.13935380111292e-001dB,2.44768852005897e+001°)
1.58489319246107e+007	(7.44465437040042e-001dB,2.49901475800846e+001°)
1.62181009735889e+007	(7.76198953716641e-001dB,2.55119043831499e+001°)
1.65958690743751e+007	(8.09174410568912e-001dB,2.60421606079471e+001°)
1.69824365246170e+007	(8.43430783955077e-001dB,2.65809126990621e+001°)
1.73780082874933e+007	(8.79007491657803e-001dB,2.71281481792441e+001°)
1.77827941003887e+007	(9.15944333442594e-001dB,2.76838452920185e+001°)
1.81970085860993e+007	(9.54281426634441e-001dB,2.82479726578806e+001°)
1.86208713666282e+007	(9.94059136703232e-001dB,2.88204889469113e+001°)
1.90546071796319e+007	(1.03531800288288e+000dB,2.94013425707627e+001°)
1.94984459975799e+007	(1.07809865888829e+000dB,2.99904713970479e+001°)
1.99526231496882e+007	(1.12244174884116e+000dB,3.05878024892551e+001°)
2.04173794466947e+007	(1.16838783855630e+000dB,3.11932518753296e+001°)
2.08929613085398e+007	(1.21597732239380e+000dB,3.18067243481034e+001°)
2.13796208950217e+007	(1.26525032592211e+000dB,3.24281133006914e+001°)
2.18776162394949e+007	(1.31624660470595e+000dB,3.30573005999877e+001°)
2.23872113856828e+007	(1.36900543956503e+000dB,3.36941565012243e+001°)
2.29086765276771e+007	(1.42356552871979e+000dB,3.43385396064869e+001°)
2.34422881531986e+007	(1.47996487728180e+000dB,3.49902968698708e+001°)
2.39883291901942e+007	(1.53824068460246e+000dB,3.56492636517569e+001°)
2.45470891568496e+007	(1.59842923004021e+000dB,3.63152638244194e+001°)
2.51188643150951e+007	(1.66056575775936e+000dB,3.69881099309057e+001°)
2.57039578276879e+007	(1.72468436120097e+000dB,3.76676033987124e+001°)
2.63026799189531e+007	(1.79081786792114e+000dB,3.83535348094763e+001°)
2.69153480392684e+007	(1.85899772551551e+000dB,3.90456842254433e+001°)
2.75422870333809e+007	(1.92925388936761e+000dB,3.97438215729832e+001°)
2.81838293126437e+007	(2.00161471299385e+000dB,4.04477070830252e+001°)
2.88403150312652e+007	(2.07610684175063e+000dB,4.11570917876922e+001°)
2.95120922666630e+007	(2.15275511067983e+000dB,4.18717180719354e+001°)
3.01995172040193e+007	(2.23158244726037e+000dB,4.25913202784355e+001°)
3.09029543251350e+007	(2.31260977981558e+000dB,4.33156253634958e+001°)
3.16227766016829e+007	(2.39585595229694e+000dB,4.40443536011103e+001°)
3.23593656929619e+007	(2.48133764613387e+000dB,4.47772193319055e+001°)
3.31131121482582e+007	(2.56906930978973e+000dB,4.55139317531400e+001°)
3.38844156139193e+007	(2.65906309661008e+000dB,4.62541957454914e+001°)
3.46736850452522e+007	(2.75132881148926e+000dB,4.69977127319541e+001°)
3.54813389233565e+007	(2.84587386680502e+000dB,4.77441815637642e+001°)
3.63078054770091e+007	(2.94270324800074e+000dB,4.84932994279925e+001°)
3.71535229097162e+007	(3.04181948910637e+000dB,4.92447627711520e+001°)
3.80189396320550e+007	(3.14322265840155e+000dB,4.99982682329650e+001°)
3.89045144994270e+007	(3.24691035434076e+000dB,5.07535135843620e+001°)
3.98107170553486e+007	(3.35287771175583e+000dB,5.15101986636319e+001°)
4.07380277804101e+007	(3.46111741827018e+000dB,5.22680263047502e+001°)
4.16869383470324e+007	(3.57161974075996e+000dB,5.30267032519365e+001°)
4.26579518801581e+007	(3.68437256161055e+000dB,5.37859410546694e+001°)
4.36515832240154e+007	(3.79936142443061e+000dB,5.45454569375967e+001°)
4.46683592150950e+007	(3.91656958880637e+000dB,5.53049746400741e+001°)
4.57088189614862e+007	(4.03597809360022e+000dB,5.60642252203612e+001°)
4.67735141287185e+007	(4.15756582824063e+000dB,5.68229478199833e+001°)
4.78630092322625e+007	(4.28130961137779e+000dB,5.75808903840796e+001°)
4.89778819368432e+007	(4.40718427624125e+000dB,5.83378103341344e+001°)
5.01187233627258e+007	(4.53516276198374e+000dB,5.90934751898754e+001°)
5.12861383991350e+007	(4.66521621027526e+000dB,5.98476631377566e+001°)
5.24807460249758e+007	(4.79731406638075e+000dB,6.06001635438751e+001°)
5.37031796370237e+007	(4.93142418394226e+000dB,6.13507774096942e+001°)
5.49540873857609e+007	(5.06751293268991e+000dB,6.20993177695373e+001°)
5.62341325190333e+007	(5.20554530830619e+000dB,6.28456100292682e+001°)
5.75439937337140e+007	(5.34548504368190e+000dB,6.35894922460495e+001°)
5.88843655355572e+007	(5.48729472082605e+000dB,6.43308153495574e+001°)
6.02559586074340e+007	(5.63093588272083e+000dB,6.50694433054699e+001°)
6.16595001861464e+007	(5.77636914444507e+000dB,6.58052532223952e+001°)
6.30957344480175e+007	(5.92355430293117e+000dB,6.65381354037897e+001°)
6.45654229034637e+007	(6.07245044476534e+000dB,6.72679933467281e+001°)
6.60693448007577e+007	(6.22301605148801e+000dB,6.79947436896476e+001°)
6.76082975391962e+007	(6.37520910190040e+000dB,6.87183161113918e+001°)
6.91830970918916e+007	(6.52898717093837e+000dB,6.94386531841099e+001°)
7.07945784384117e+007	(6.68430752472399e+000dB,7.01557101826431e+001°)
7.24435960074969e+007	(6.84112721146287e+000dB,7.08694548532030e+001°)
7.41310241300896e+007	(6.99940314790033e+000dB,7.15798671440771e+001°)
7.58577575029162e+007	(7.15909220110916e+000dB,7.22869389012508e+001°)
7.76247116628669e+007	(7.32015126542679e+000dB,7.29906735317614e+001°)
7.94328234724258e+007	(7.48253733440297e+000dB,7.36910856374441e+001°)
8.12830516164076e+007	(7.64620756767556e+000dB,7.43882006219152e+001°)
8.31763771102647e+007	(7.81111935271650e+000dB,7.50820542731596e+001°)
8.51138038202352e+007	(7.97723036144715e+000dB,7.57726923243676e+001°)
8.70963589956055e+007	(8.14449860174102e+000dB,7.64601699951620e+001°)
8.91250938133720e+007	(8.31288246387592e+000dB,7.71445515154688e+001°)
9.12010839355883e+007	(8.48234076201637e+000dB,7.78259096338861e+001°)
9.33254300796964e+007	(8.65283277084159e+000dB,7.85043251124709e+001°)
9.54992586021408e+007	(8.82431825744428e+000dB,7.91798862093488e+001°)
9.77237220955782e+007	(8.99675750865572e+000dB,7.98526881506986e+001°)
1.00000000000000e+008	(9.17011135396055e+000dB,8.05228325932697e+001°)
